"Wahlkreisnummer","Wahlkreisname","Stadtteilnummer","Stadtteilname","Wahlbezirksnummer","Wahlbezirksname","Wahlberechtigte insgesamt","Wahlberechtigte mit Wahlschein","Wähler/-innen","Gültige Erststimmen","Wellenreuther,Ingo (CDU)","Marvi,Parsa (SPD)","Golombeck,Heinz (FDP)","Kotting-Uhl,Sylvia (GRÜNE)","Binder,Karin (DIE LINKE)","Bartsch,Martin (PIRATEN)","Köhler,Heiko (NPD)","Haag,Rainer (REP)","Dr. Jongen,Marc (AfD)","Rapp, Peter (FREIE WÄHLER)","Gültige Zweitstimmen","CDU","SPD","FDP","GRÜNE","DIE LINKE","PIRATEN","NPD","REP","Tierschutzpartei","ÖDP","PBC","Volksabstimmung","MLPD","BüSo","AfD","BIG","pro Deutschland","FREIE WÄHLER","PARTEI DER VERNUNFT","RENTNER"
271,"Karlsruhe-Stadt","24","Grünwettersbach","024-02","Südl. Am Wetterbach",797,158,482,475,242,121,20,48,10,5,1,4,20,4,475,222,98,30,60,14,5,2,2,1,1,1,0,0,0,32,0,0,6,0,1
271,"Karlsruhe-Stadt","24","Grünwettersbach","024-03","Östl. Teil",725,179,447,442,241,109,17,38,11,2,4,1,14,5,442,224,87,50,34,13,4,2,1,6,1,0,0,0,0,15,0,0,5,0,0
271,"Karlsruhe-Stadt","24","Grünwettersbach","024-04","Nordöstl. Am Wetterbach",784,188,479,477,223,156,15,36,7,7,7,1,19,6,476,201,124,33,47,15,8,7,1,4,3,2,1,0,0,22,0,0,7,0,1
271,"Karlsruhe-Stadt","25","Palmbach","025-01","Nordöstl. Teil",697,159,414,412,182,113,18,42,11,4,4,1,34,3,412,183,91,25,41,18,4,1,3,4,0,0,1,0,0,38,0,1,1,0,1
271,"Karlsruhe-Stadt","25","Palmbach","025-02","Südl. Teil",687,147,419,416,213,121,12,32,12,4,3,3,14,2,418,212,91,26,46,9,6,4,2,2,0,0,1,0,0,17,0,1,1,0,0
271,"Karlsruhe-Stadt","26","Neureut","026-01","Südl. Welschneureuter Str.",1002,176,564,551,247,143,26,52,33,24,2,0,20,4,554,212,134,40,56,41,19,6,0,7,2,0,3,0,0,26,1,1,4,1,1
271,"Karlsruhe-Stadt","26","Neureut","026-02","Am Alten Bahnhof",1027,207,550,541,240,152,27,55,14,18,8,3,17,7,543,226,138,41,46,16,19,7,4,2,4,0,1,1,0,28,0,0,6,1,3
271,"Karlsruhe-Stadt","26","Neureut","026-03","Südöstl. Schulzentrum",896,151,518,502,269,119,16,29,25,11,4,1,27,1,503,257,103,31,28,29,10,3,2,1,0,1,0,0,0,36,0,0,0,0,2
271,"Karlsruhe-Stadt","26","Neureut","026-04","Rathaus Neureut",982,190,588,582,276,159,37,45,20,16,2,2,23,2,583,261,132,53,49,22,19,2,2,3,1,1,2,1,0,33,0,0,1,0,1
271,"Karlsruhe-Stadt","26","Neureut","026-05","Badnerlandhalle",1078,210,541,533,274,138,14,36,23,16,3,1,27,1,532,255,129,24,38,28,14,3,1,3,0,0,3,0,0,33,0,0,0,1,0
271,"Karlsruhe-Stadt","26","Neureut","026-06","Nordöstl. Hallenbad",1115,200,545,537,276,127,17,46,23,15,1,1,24,7,538,256,105,35,49,26,13,2,2,6,2,0,0,0,0,37,0,1,3,0,1
271,"Karlsruhe-Stadt","26","Neureut","026-07","Nordöstl. Mitteltorstr.",1105,185,648,638,295,151,35,64,28,21,6,2,32,4,641,281,123,49,69,27,21,6,0,10,0,0,0,0,0,49,0,0,3,1,2
271,"Karlsruhe-Stadt","26","Neureut","026-08","Nördl. Teutschneureuter Str.",1281,244,771,764,367,221,53,50,20,22,4,2,24,1,764,345,192,64,60,15,22,5,2,2,2,0,0,2,0,48,0,1,2,0,2
271,"Karlsruhe-Stadt","26","Neureut","026-09","Kirchfeld Westl. Teil",1088,175,624,620,267,177,30,52,34,23,3,2,27,5,620,251,146,41,53,38,31,3,1,12,0,1,0,0,0,40,0,0,2,1,0
271,"Karlsruhe-Stadt","26","Neureut","026-10","Kirchfeld Östl. Teil",1066,192,639,637,312,163,22,70,25,17,4,1,18,5,636,299,118,40,75,29,29,4,0,3,0,0,0,0,0,34,0,0,5,0,0
271,"Karlsruhe-Stadt","26","Neureut","026-11","Heide Östl. Teil",835,209,511,505,227,140,30,48,13,9,3,0,32,3,502,227,99,46,53,18,11,3,1,2,7,0,1,0,0,33,0,0,1,0,0
271,"Karlsruhe-Stadt","26","Neureut","026-12","Heide Westl. Teil",1071,224,641,637,269,195,22,72,28,13,0,1,33,4,638,269,129,36,85,30,18,0,1,4,2,0,2,0,0,60,0,0,2,0,0
271,"Karlsruhe-Stadt","26","Neureut","026-13","Kirchfeld-Nord",916,188,560,558,242,185,12,73,13,17,2,2,10,2,559,242,119,29,98,19,15,2,1,0,0,1,0,0,0,24,2,2,1,1,3
271,"Karlsruhe-Stadt","27","Nordstadt","027-01","Hardwaldsiedlung Mitte West",1203,303,660,656,205,216,21,98,56,23,2,4,25,6,656,203,167,38,102,55,31,3,4,7,1,1,0,0,0,38,0,0,5,0,1
271,"Karlsruhe-Stadt","27","Nordstadt","027-02","Hardwaldsiedlung / Michiganstr.",1374,371,693,685,234,214,18,102,44,25,5,2,38,3,681,226,154,31,116,53,27,3,2,5,3,1,0,4,0,56,0,0,0,0,0
271,"Karlsruhe-Stadt","27","Nordstadt","027-03","Rhode-Island-Allee",1248,200,729,725,277,206,11,102,54,34,2,0,34,5,724,285,142,26,115,63,36,3,1,3,2,1,3,1,0,38,0,0,3,1,1
271,"Karlsruhe-Stadt","27","Nordstadt","027-04","Westlich Tennessee-Allee",1392,204,737,727,231,213,9,90,82,46,4,0,46,6,727,212,159,26,92,80,53,10,0,13,0,0,0,0,1,65,2,1,9,3,1
271,"Karlsruhe-Stadt","27","Nordstadt","027-05","Kanalweg / Louisiana Drive",1122,142,737,731,145,285,19,156,73,17,4,0,29,3,731,166,160,19,190,97,38,4,0,9,1,0,2,1,0,40,1,0,2,1,0
271,"Karlsruhe-Stadt",,"Briefwahl",,,0,0,41199,40757,16053,11130,1868,6605,1486,1346,191,96,1673,309,40970,15654,8702,3087,6969,1850,1560,169,73,301,129,70,64,21,12,1943,10,22,212,27,95
